Wall time,Step,Value
1686389159.1143684,100,13.14799976348877
1686389174.2432323,200,9.128999710083008
1686389190.000806,300,8.263999938964844
1686389205.2906723,400,8.04699993133545
1686389220.774097,500,7.961999893188477
1686389234.9779174,600,7.890999794006348
1686389250.6111085,700,7.814000129699707
1686389266.3305147,800,7.752999782562256
1686389281.0249894,900,7.625
1686389296.239831,1000,7.515999794006348
1686389311.5708811,1100,7.492000102996826
1686389327.3175762,1200,7.357999801635742
1686389342.6343553,1300,7.295000076293945
1686389357.502905,1400,7.248000144958496
1686389372.4266949,1500,7.184999942779541
1686389387.0579605,1600,7.080999851226807
1686389402.4742699,1700,7.006999969482422
1686389417.8173563,1800,6.857999801635742
1686389433.2045038,1900,6.881999969482422
1686389448.9254868,2000,6.744999885559082
1686389464.9305906,2100,6.702000141143799
1686389480.555051,2200,6.645999908447266
1686389495.489711,2300,6.579999923706055
1686389510.5149102,2400,6.504000186920166
1686389524.7509456,2500,6.521999835968018
1686389538.9683695,2600,6.4730000495910645
1686389554.8274095,2700,6.458000183105469
1686389570.194373,2800,6.38100004196167
1686389585.255167,2900,6.3379998207092285
1686389599.947281,3000,6.336999893188477
1686389615.0950885,3100,6.311999797821045
1686389630.5254135,3200,6.26200008392334
1686389646.1642995,3300,6.24399995803833
1686389661.4812584,3400,6.248000144958496
1686389675.8504114,3500,6.208000183105469
1686389691.0151687,3600,6.205999851226807
1686389706.1274962,3700,6.201000213623047
1686389720.9229481,3800,6.145999908447266
1686389735.6537514,3900,6.126999855041504
1686389750.1886208,4000,6.156000137329102
1686389765.705476,4100,6.1529998779296875
1686389781.3220565,4200,6.14900016784668
1686389796.9330626,4300,6.060999870300293
1686389811.542034,4400,6.065000057220459
1686389826.6580229,4500,6.10699987411499
1686389841.8580725,4600,6.078999996185303
1686389856.6472774,4700,6.015999794006348
1686389871.8203197,4800,6.0229997634887695
1686389886.7965264,4900,6.008999824523926
1686389901.2858295,5000,5.966000080108643
1686389916.0249014,5100,5.98799991607666
1686389930.586681,5200,5.955999851226807
1686389945.5677297,5300,5.992000102996826
1686389961.544665,5400,6.071000099182129
1686389977.0934875,5500,5.927999973297119
1686389992.297404,5600,5.946000099182129
1686390007.173712,5700,5.954999923706055
1686390023.3649025,5800,5.941999912261963
1686390038.8294713,5900,5.934000015258789
1686390053.8897,6000,5.876999855041504
1686390068.9374495,6100,5.910999774932861
1686390083.565512,6200,5.88700008392334
1686390098.3489444,6300,5.919000148773193
1686390113.0101895,6400,5.861000061035156
1686390127.7894382,6500,5.866000175476074
1686390142.9517949,6600,5.875
1686390158.7365263,6700,5.867000102996826
1686390174.0911741,6800,5.861000061035156
1686390189.1346529,6900,5.877999782562256
1686390204.291418,7000,5.938000202178955
1686390220.4362779,7100,5.8480000495910645
1686390234.915658,7200,5.815000057220459
1686390250.204949,7300,5.835000038146973
1686390265.5580683,7400,5.843999862670898
1686390280.6370168,7500,5.861999988555908
1686390295.4018297,7600,5.85099983215332
1686390310.119954,7700,5.826000213623047
1686390324.4841216,7800,5.801000118255615
1686390338.9297228,7900,5.809999942779541
1686390354.5111876,8000,5.818999767303467
1686390369.8249116,8100,5.839000225067139
1686390385.9905648,8200,5.85699987411499
1686390427.3551855,8300,5.76800012588501
1686390442.5176067,8400,5.761000156402588
1686390457.7223318,8500,5.796999931335449
1686390472.7597022,8600,5.754000186920166
1686390487.6184883,8700,5.775000095367432
1686390502.3867352,8800,5.795000076293945
1686390517.759629,8900,5.716000080108643
1686390532.7599685,9000,5.75600004196167
1686390549.436254,9100,5.818999767303467
1686390564.3146932,9200,5.701000213623047
