Wall time,Step,Value
1686339339.3906257,100,14.803999900817871
1686339351.5263839,200,12.23900032043457
1686339364.0022368,300,11.680999755859375
1686339376.4313135,400,11.49899959564209
1686339388.5411522,500,11.345000267028809
1686339400.8175066,600,11.1850004196167
1686339413.4212613,700,10.920999526977539
1686339426.3375978,800,10.741999626159668
1686339439.0750573,900,10.484999656677246
1686339451.2490165,1000,10.288999557495117
1686339463.6232464,1100,10.071999549865723
1686339476.3452513,1200,9.897000312805176
1686339488.6491132,1300,9.697999954223633
1686339501.4495206,1400,9.543000221252441
1686339514.9940176,1500,9.335000038146973
1686339527.751425,1600,9.25
1686339540.2912261,1700,9.083000183105469
1686339552.713259,1800,8.98900032043457
1686339565.1301606,1900,8.86299991607666
1686339577.615104,2000,8.718999862670898
1686339590.1778574,2100,8.621999740600586
1686339602.6503217,2200,8.555999755859375
1686339615.0176218,2300,8.425000190734863
1686339627.5009189,2400,8.355999946594238
1686339639.3724115,2500,8.338000297546387
1686339651.6429467,2600,8.220000267028809
1686339664.2654183,2700,8.152000427246094
1686339676.6571853,2800,8.118000030517578
1686339689.3178668,2900,8.104000091552734
1686339702.0361211,3000,7.999000072479248
1686339715.213501,3100,7.988999843597412
1686339727.636956,3200,7.980000019073486
1686339740.014198,3300,7.9120001792907715
1686339752.6938968,3400,7.889999866485596
1686339765.5072489,3500,7.880000114440918
1686339778.3847017,3600,7.811999797821045
1686339791.0183973,3700,7.789999961853027
1686339803.2836933,3800,7.770999908447266
1686339815.8274965,3900,7.703999996185303
1686339828.2448046,4000,7.752999782562256
1686339841.029669,4100,7.684999942779541
1686339853.8884456,4200,7.650000095367432
1686339886.5597584,4300,7.618000030517578
1686339899.0252337,4400,7.499000072479248
1686339911.7544422,4500,7.565999984741211
1686339925.4445834,4600,7.5279998779296875
1686339937.8691015,4700,7.5320000648498535
1686339949.8738542,4800,7.492000102996826
1686339962.7597451,4900,7.488999843597412
1686339975.5728195,5000,7.460999965667725
1686339987.9331954,5100,7.49399995803833
1686340000.761939,5200,7.465000152587891
1686340013.7472916,5300,7.440999984741211
1686340026.2081072,5400,7.354000091552734
1686340038.7847,5500,7.4029998779296875
1686340051.0978868,5600,7.330999851226807
1686340063.637868,5700,7.39300012588501
1686340076.1558979,5800,7.388999938964844
1686340089.1343682,5900,7.374000072479248
1686340101.5250986,6000,7.335999965667725
1686340114.379067,6100,7.324999809265137
1686340127.3977325,6200,7.323999881744385
1686340139.8030176,6300,7.26200008392334
1686340152.6641767,6400,7.269999980926514
1686340165.5718505,6500,7.247000217437744
1686340178.568189,6600,7.355000019073486
1686340191.066439,6700,7.2820000648498535
1686340203.2292972,6800,7.196000099182129
1686340216.013605,6900,7.26800012588501
1686340228.7923741,7000,7.2820000648498535
1686340241.1027536,7100,7.322999954223633
1686340253.8488996,7200,7.283999919891357
1686340266.5545342,7300,7.264999866485596
1686340279.217554,7400,7.177000045776367
1686340291.2839592,7500,7.2230000495910645
1686340303.6784782,7600,7.206999778747559
1686340316.5389888,7700,7.198999881744385
1686340329.1114006,7800,7.151000022888184
1686340342.3106043,7900,7.171000003814697
1686340355.0593255,8000,7.265999794006348
1686340367.5166264,8100,7.156000137329102
1686340379.5270636,8200,7.116000175476074
1686340392.1322975,8300,7.188000202178955
1686340404.5837064,8400,7.171999931335449
1686340417.025312,8500,7.120999813079834
1686340453.2223823,8600,7.0229997634887695
1686340465.5608125,8700,7.045000076293945
1686340478.506263,8800,7.072000026702881
1686340491.4720097,8900,7.070000171661377
1686340504.2382793,9000,6.98199987411499
1686340516.9845555,9100,7.063000202178955
1686340529.6500788,9200,7.053999900817871
1686340542.8018742,9300,7.008999824523926
1686340555.1875744,9400,7.038000106811523
1686340567.60525,9500,7.109000205993652
1686340580.627853,9600,7.085000038146973
1686340593.4079542,9700,7.011000156402588
1686340605.9368827,9800,7.060999870300293
1686340618.0639622,9900,6.9770002365112305
1686340630.1578615,10000,7.041999816894531
1686340642.7683706,10100,7.059999942779541
1686340655.4185932,10200,7.067999839782715
1686340668.0056067,10300,7.000999927520752
1686340680.6637118,10400,6.986999988555908
1686340693.0406623,10500,7.0960001945495605
1686340705.0223835,10600,7.034999847412109
1686340717.0692935,10700,6.992000102996826
1686340729.9582055,10800,7.035999774932861
1686340743.2045584,10900,7.013000011444092
1686340756.1689377,11000,7.02400016784668
1686340768.5800865,11100,6.986000061035156
1686340781.2829823,11200,6.966000080108643
1686340793.685533,11300,7.008999824523926
1686340805.9000182,11400,7.01800012588501
1686340818.365787,11500,6.960999965667725
1686340830.940027,11600,6.922999858856201
1686340843.3022716,11700,6.988999843597412
1686340855.7554836,11800,6.888000011444092
1686340868.719603,11900,7.050000190734863
1686340881.1623456,12000,6.980000019073486
1686340893.2878952,12100,7.001999855041504
1686340905.7371585,12200,6.980000019073486
1686340918.0742376,12300,7.025000095367432
1686340930.7291555,12400,7.00600004196167
1686340943.6816735,12500,6.940999984741211
1686340956.3041627,12600,6.961999893188477
1686340969.4826713,12700,6.939000129699707
1686341009.6180627,12800,6.894000053405762
1686341022.0066617,12900,6.86899995803833
1686341035.4139283,13000,6.934000015258789
1686341047.7674158,13100,6.816999912261963
1686341060.4574537,13200,6.869999885559082
1686341072.9288821,13300,6.9029998779296875
1686341085.4016008,13400,6.925000190734863
1686341098.1826403,13500,6.8480000495910645
1686341111.15763,13600,6.866000175476074
1686341123.9041867,13700,6.811999797821045
1686341136.3541167,13800,6.849999904632568
