Wall time,Step,Value
1686346752.3714817,6295,7.801000118255615
1686347800.7535942,12591,6.3520002365112305
1686348863.234035,18887,6.135000228881836
1686349919.5204115,25182,6.025000095367432
1686350977.7600667,31477,5.956999778747559
