Wall time,Step,Value
1686345732.4088838,100,14.748000144958496
1686345748.7754672,200,11.819000244140625
1686345764.2045724,300,11.234999656677246
1686345780.1487703,400,11.055999755859375
1686345796.2459242,500,10.881999969482422
1686345812.55037,600,10.538000106811523
1686345828.5720506,700,10.131999969482422
1686345844.625817,800,9.892000198364258
1686345860.2739384,900,9.597000122070312
1686345876.1804507,1000,9.371999740600586
1686345892.4845304,1100,9.107000350952148
1686345908.4818974,1200,8.937999725341797
1686345925.045555,1300,8.748000144958496
1686345940.723865,1400,8.539999961853027
1686345956.6841524,1500,8.425999641418457
1686345972.4913287,1600,8.232999801635742
1686345987.842214,1700,8.116999626159668
1686346003.5586264,1800,7.98799991607666
1686346019.9674828,1900,7.883999824523926
1686346035.5233977,2000,7.74399995803833
1686346052.3218842,2100,7.681000232696533
1686346068.736175,2200,7.605999946594238
1686346084.681166,2300,7.514999866485596
1686346101.0199394,2400,7.440000057220459
1686346116.8553488,2500,7.3470001220703125
1686346132.9878526,2600,7.34499979019165
1686346148.6499467,2700,7.275000095367432
1686346164.3006978,2800,7.166999816894531
1686346180.3387797,2900,7.192999839782715
1686346196.254646,3000,7.133999824523926
1686346212.1753726,3100,7.109000205993652
1686346228.6839926,3200,7.074999809265137
1686346244.9370105,3300,7.0960001945495605
1686346261.2972,3400,7.077000141143799
1686346277.2150612,3500,6.955999851226807
1686346292.8876245,3600,6.954999923706055
1686346309.1365244,3700,6.982999801635742
1686346325.2233436,3800,6.980999946594238
1686346341.224877,3900,6.901000022888184
1686346357.7541232,4000,6.938000202178955
1686346373.3276346,4100,6.932000160217285
1686346390.0095515,4200,6.959000110626221
1686346406.9974072,4300,6.867000102996826
1686346423.3394635,4400,6.823999881744385
1686346439.802338,4500,6.810999870300293
1686346455.1216679,4600,6.818999767303467
1686346471.4836988,4700,6.7270002365112305
1686346487.5290968,4800,6.7779998779296875
1686346502.8610783,4900,6.724999904632568
1686346518.9344854,5000,6.738999843597412
1686346535.0173633,5100,6.73199987411499
1686346550.9271824,5200,6.678999900817871
1686346567.3331375,5300,6.65500020980835
1686346583.6178405,5400,6.730999946594238
1686346599.8335152,5500,6.71999979019165
1686346616.0369604,5600,6.6570000648498535
1686346632.5759964,5700,6.693999767303467
1686346649.379083,5800,6.625
1686346665.5972927,5900,6.619999885559082
1686346681.2047036,6000,6.573999881744385
1686346697.1464672,6100,6.567999839782715
1686346713.4262252,6200,6.60699987411499
1686346753.419798,6300,6.60099983215332
1686346768.8109744,6400,6.486000061035156
1686346784.9092333,6500,6.482999801635742
1686346800.5038767,6600,6.466000080108643
1686346816.7304673,6700,6.500999927520752
1686346832.608813,6800,6.455999851226807
1686346848.7397392,6900,6.461999893188477
1686346864.5534682,7000,6.466000080108643
1686346880.9499803,7100,6.434000015258789
1686346897.029325,7200,6.442999839782715
1686346913.055965,7300,6.435999870300293
1686346929.4615638,7400,6.419000148773193
1686346945.914268,7500,6.454999923706055
1686346962.5014436,7600,6.460999965667725
1686346978.4405637,7700,6.431000232696533
1686346994.6739984,7800,6.421000003814697
1686347010.715806,7900,6.426000118255615
1686347026.928703,8000,6.4039998054504395
1686347043.4183598,8100,6.4629998207092285
1686347059.485627,8200,6.38100004196167
1686347076.3682232,8300,6.432000160217285
1686347092.6569948,8400,6.366000175476074
1686347107.7935603,8500,6.363999843597412
1686347124.0228436,8600,6.388000011444092
1686347141.3130372,8700,6.401000022888184
1686347157.6850774,8800,6.40500020980835
1686347174.2721186,8900,6.376999855041504
1686347190.5670764,9000,6.368000030517578
1686347207.627673,9100,6.373000144958496
1686347224.0985732,9200,6.4019999504089355
1686347239.7160065,9300,6.343999862670898
1686347254.8206832,9400,6.361999988555908
1686347271.210547,9500,6.3379998207092285
1686347287.5172741,9600,6.329999923706055
1686347305.2291138,9700,6.335000038146973
1686347321.1958125,9800,6.329999923706055
1686347337.5274887,9900,6.339000225067139
1686347353.7848082,10000,6.309000015258789
1686347369.538283,10100,6.311999797821045
1686347385.410475,10200,6.3420000076293945
1686347401.9746585,10300,6.264999866485596
1686347418.3792417,10400,6.335000038146973
1686347434.5756478,10500,6.336999893188477
1686347451.187155,10600,6.366000175476074
1686347467.2859101,10700,6.310999870300293
1686347484.714073,10800,6.323999881744385
1686347500.5788014,10900,6.260000228881836
1686347516.5109494,11000,6.263000011444092
1686347532.5440052,11100,6.25600004196167
1686347548.9499838,11200,6.281000137329102
1686347564.6238775,11300,6.283999919891357
1686347580.7565897,11400,6.256999969482422
1686347596.384266,11500,6.223999977111816
1686347612.582434,11600,6.251999855041504
1686347628.635109,11700,6.2870001792907715
1686347644.515011,11800,6.243000030517578
1686347661.6116552,11900,6.247000217437744
1686347677.761203,12000,6.235000133514404
1686347694.649297,12100,6.270999908447266
1686347710.788563,12200,6.2210001945495605
1686347727.1912,12300,6.275000095367432
